id,scientific_name,common_name,image_url,taxa_url,observer_name,observation_year,observation_url
972793,Apioperdon pyriforme,Pear-shaped Puffball,https://inaturalist-open-data.s3.amazonaws.com/photos/467831017/medium.jpeg,https://www.inaturalist.org/taxa/972793,maiglocke,2025,https://www.inaturalist.org/observations/260500185
972793,Apioperdon pyriforme,Pear-shaped Puffball,https://static.inaturalist.org/photos/467812380/medium.jpg,https://www.inaturalist.org/taxa/972793,fungiforeva,2025,https://www.inaturalist.org/observations/260489685
972793,Apioperdon pyriforme,Pear-shaped Puffball,https://inaturalist-open-data.s3.amazonaws.com/photos/467859335/medium.jpeg,https://www.inaturalist.org/taxa/972793,martinw13,2025,https://www.inaturalist.org/observations/260514842
211220,Berkleasmium concinnum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/455785388/medium.jpg,https://www.inaturalist.org/taxa/211220,emmatrue,2024,https://www.inaturalist.org/observations/254457921
211220,Berkleasmium concinnum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/442273447/medium.jpeg,https://www.inaturalist.org/taxa/211220,david_chapados,2024,https://www.inaturalist.org/observations/247610148
211220,Berkleasmium concinnum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/412876067/medium.jpeg,https://www.inaturalist.org/taxa/211220,ethancrenson,2024,https://www.inaturalist.org/observations/232400978
955949,Calycina citrina,Yellow Fairy Cups,https://inaturalist-open-data.s3.amazonaws.com/photos/467455704/medium.jpg,https://www.inaturalist.org/taxa/955949,nicolasdperez,2025,https://www.inaturalist.org/observations/260310974
955949,Calycina citrina,Yellow Fairy Cups,https://inaturalist-open-data.s3.amazonaws.com/photos/467442316/medium.jpeg,https://www.inaturalist.org/taxa/955949,crowntipped,2025,https://www.inaturalist.org/observations/260304517
955949,Calycina citrina,Yellow Fairy Cups,https://inaturalist-open-data.s3.amazonaws.com/photos/467413115/medium.jpeg,https://www.inaturalist.org/taxa/955949,janmar,2025,https://www.inaturalist.org/observations/260290099
194476,Cerrena unicolor,Mossy Maze Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467751112/medium.jpg,https://www.inaturalist.org/taxa/194476,mattunitis,2025,https://www.inaturalist.org/observations/260459696
194476,Cerrena unicolor,Mossy Maze Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467428408/medium.jpeg,https://www.inaturalist.org/taxa/194476,limnoglacialis,2025,https://www.inaturalist.org/observations/260297154
194476,Cerrena unicolor,Mossy Maze Polypore,https://static.inaturalist.org/photos/467782876/medium.jpeg,https://www.inaturalist.org/taxa/194476,aino23,2025,https://www.inaturalist.org/observations/260475432
350663,Diatrype stigma,common tarcrust fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/467867291/medium.jpeg,https://www.inaturalist.org/taxa/350663,denniskent,2025,https://www.inaturalist.org/observations/260518710
350663,Diatrype stigma,common tarcrust fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/467647883/medium.jpg,https://www.inaturalist.org/taxa/350663,rhsh,2025,https://www.inaturalist.org/observations/260407980
350663,Diatrype stigma,common tarcrust fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/466238275/medium.jpeg,https://www.inaturalist.org/taxa/350663,cheriecornmesser,2025,https://www.inaturalist.org/observations/259698048
55568,Exidia glandulosa,Black Witches' Butter,https://inaturalist-open-data.s3.amazonaws.com/photos/467695347/medium.jpeg,https://www.inaturalist.org/taxa/55568,cheriecornmesser,2025,https://www.inaturalist.org/observations/260432795
55568,Exidia glandulosa,Black Witches' Butter,https://inaturalist-open-data.s3.amazonaws.com/photos/467645114/medium.jpeg,https://www.inaturalist.org/taxa/55568,janmar,2025,https://www.inaturalist.org/observations/260406652
55568,Exidia glandulosa,Black Witches' Butter,https://static.inaturalist.org/photos/467486463/medium.jpg,https://www.inaturalist.org/taxa/55568,ajphip,2025,https://www.inaturalist.org/observations/260330630
127510,Fomes fomentarius,Hoof Fungus,https://static.inaturalist.org/photos/467821126/medium.jpg,https://www.inaturalist.org/taxa/127510,alyonako,2025,https://www.inaturalist.org/observations/260494689
127510,Fomes fomentarius,Hoof Fungus,https://static.inaturalist.org/photos/467821442/medium.jpeg,https://www.inaturalist.org/taxa/127510,alona31168,2025,https://www.inaturalist.org/observations/260494838
127510,Fomes fomentarius,Hoof Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/467840121/medium.jpg,https://www.inaturalist.org/taxa/127510,uroboros,2025,https://www.inaturalist.org/observations/260507717
48473,Ganoderma applanatum,artist's bracket,https://inaturalist-open-data.s3.amazonaws.com/photos/467842507/medium.jpeg,https://www.inaturalist.org/taxa/48473,mihail_lukyanchik,2025,https://www.inaturalist.org/observations/260505918
48473,Ganoderma applanatum,artist's bracket,https://static.inaturalist.org/photos/467724549/medium.jpeg,https://www.inaturalist.org/taxa/48473,jorgebedoya,2025,https://www.inaturalist.org/observations/260447222
48473,Ganoderma applanatum,artist's bracket,https://inaturalist-open-data.s3.amazonaws.com/photos/467359665/medium.jpg,https://www.inaturalist.org/taxa/48473,atsushi_nakajima_cirque,2025,https://www.inaturalist.org/observations/260263132
851969,Gibellula arachnophila,N/A,https://static.inaturalist.org/photos/458514966/medium.jpeg,https://www.inaturalist.org/taxa/851969,ericht,2024,https://www.inaturalist.org/observations/255810741
851969,Gibellula arachnophila,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/212403899/medium.jpg,https://www.inaturalist.org/taxa/851969,imasongster,2022,https://www.inaturalist.org/observations/125257233
851969,Gibellula arachnophila,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/211644609/medium.jpg,https://www.inaturalist.org/taxa/851969,imasongster,2022,https://www.inaturalist.org/observations/124839342
130919,Ischnoderma resinosum,Resinous Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467373857/medium.jpeg,https://www.inaturalist.org/taxa/130919,hercynicus,2025,https://www.inaturalist.org/observations/260270363
130919,Ischnoderma resinosum,Resinous Polypore,https://static.inaturalist.org/photos/467239833/medium.jpeg,https://www.inaturalist.org/taxa/130919,wildlydistracted,2025,https://www.inaturalist.org/observations/260204743
130919,Ischnoderma resinosum,Resinous Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467198732/medium.jpg,https://www.inaturalist.org/taxa/130919,photson,2025,https://www.inaturalist.org/observations/260183928
979413,Jackrogersella cohaerens,Beechwood Woodwart,https://static.inaturalist.org/photos/467813568/medium.jpeg,https://www.inaturalist.org/taxa/979413,henning91,2025,https://www.inaturalist.org/observations/260490313
979413,Jackrogersella cohaerens,Beechwood Woodwart,https://static.inaturalist.org/photos/467352546/medium.jpeg,https://www.inaturalist.org/taxa/979413,henning91,2025,https://www.inaturalist.org/observations/260259568
979413,Jackrogersella cohaerens,Beechwood Woodwart,https://static.inaturalist.org/photos/467182930/medium.jpeg,https://www.inaturalist.org/taxa/979413,henning91,2025,https://www.inaturalist.org/observations/260174960
128051,Kretzschmaria deusta,Brittle Cinder,https://static.inaturalist.org/photos/467353333/medium.jpeg,https://www.inaturalist.org/taxa/128051,henning91,2025,https://www.inaturalist.org/observations/260260034
128051,Kretzschmaria deusta,Brittle Cinder,https://static.inaturalist.org/photos/467155457/medium.jpg,https://www.inaturalist.org/taxa/128051,imaculada_ramalho,2025,https://www.inaturalist.org/observations/260105112
128051,Kretzschmaria deusta,Brittle Cinder,https://static.inaturalist.org/photos/466949397/medium.jpeg,https://www.inaturalist.org/taxa/128051,henning91,2025,https://www.inaturalist.org/observations/260057725
155122,Phlebia radiata,Wrinkled Crust,https://inaturalist-open-data.s3.amazonaws.com/photos/467891514/medium.jpg,https://www.inaturalist.org/taxa/155122,scramblyn,2025,https://www.inaturalist.org/observations/260531308
155122,Phlebia radiata,Wrinkled Crust,https://inaturalist-open-data.s3.amazonaws.com/photos/467555220/medium.jpeg,https://www.inaturalist.org/taxa/155122,keljka,2025,https://www.inaturalist.org/observations/260361264
155122,Phlebia radiata,Wrinkled Crust,https://inaturalist-open-data.s3.amazonaws.com/photos/467553250/medium.jpeg,https://www.inaturalist.org/taxa/155122,markku_konkkola,2025,https://www.inaturalist.org/observations/260360389
352268,Rosellinia subiculata,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/463586457/medium.jpeg,https://www.inaturalist.org/taxa/352268,mjpapay,2025,https://www.inaturalist.org/observations/258392400
352268,Rosellinia subiculata,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/460595865/medium.jpeg,https://www.inaturalist.org/taxa/352268,b-rodd,2024,https://www.inaturalist.org/observations/256840183
352268,Rosellinia subiculata,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/457491321/medium.jpg,https://www.inaturalist.org/taxa/352268,kayspurlock,2024,https://www.inaturalist.org/observations/255297563
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/467864668/medium.jpg,https://www.inaturalist.org/taxa/196842,sandykeller,2025,https://www.inaturalist.org/observations/260517515
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/467740886/medium.jpeg,https://www.inaturalist.org/taxa/196842,ksgardener1,2025,https://www.inaturalist.org/observations/260455110
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/467697444/medium.jpeg,https://www.inaturalist.org/taxa/196842,okinney,2025,https://www.inaturalist.org/observations/260434067
54134,Trametes versicolor,turkey-tail,https://static.inaturalist.org/photos/467928091/medium.jpg,https://www.inaturalist.org/taxa/54134,danielrubianto,2025,https://www.inaturalist.org/observations/260549964
54134,Trametes versicolor,turkey-tail,https://inaturalist-open-data.s3.amazonaws.com/photos/467898016/medium.jpg,https://www.inaturalist.org/taxa/54134,marleehassell,2025,https://www.inaturalist.org/observations/260534708
54134,Trametes versicolor,turkey-tail,https://static.inaturalist.org/photos/467883658/medium.jpg,https://www.inaturalist.org/taxa/54134,robertoneill,2025,https://www.inaturalist.org/observations/260527234
125705,Trichaptum biforme,violet-toothed polypore,https://static.inaturalist.org/photos/467894642/medium.jpg,https://www.inaturalist.org/taxa/125705,taylerleigh,2025,https://www.inaturalist.org/observations/260530285
125705,Trichaptum biforme,violet-toothed polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467896388/medium.jpg,https://www.inaturalist.org/taxa/125705,gatorgreg,2025,https://www.inaturalist.org/observations/260533828
125705,Trichaptum biforme,violet-toothed polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467803228/medium.jpeg,https://www.inaturalist.org/taxa/125705,marcogasponi,2025,https://www.inaturalist.org/observations/260484641
525060,Trichoderma sulphureum,N/A,https://static.inaturalist.org/photos/461092694/medium.jpg,https://www.inaturalist.org/taxa/525060,natscho,2025,https://www.inaturalist.org/observations/257079389
525060,Trichoderma sulphureum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/459996069/medium.jpeg,https://www.inaturalist.org/taxa/525060,crowntipped,2024,https://www.inaturalist.org/observations/256544005
525060,Trichoderma sulphureum,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/459961181/medium.jpeg,https://www.inaturalist.org/taxa/525060,annelyt,2024,https://www.inaturalist.org/observations/256527975
384715,Vararia investiens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/460984112/medium.jpg,https://www.inaturalist.org/taxa/384715,lynneo,2024,https://www.inaturalist.org/observations/257026832
384715,Vararia investiens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/447903139/medium.jpg,https://www.inaturalist.org/taxa/384715,tombigelow,2024,https://www.inaturalist.org/observations/250439052
384715,Vararia investiens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/447110801/medium.jpg,https://www.inaturalist.org/taxa/384715,emmatrue,2024,https://www.inaturalist.org/observations/250049851
